project,CWE_id,commit_hash,commit_message,commit_date,files_changed,code_diff_summary
BioMotionLab_TUX,CWE-355,0a9687af5e5e3bad4a862ce2d68b8be4e8c027fc,Fixed Preview pane,,9,"共 15156 处添加, 14709 处删除. 示例: 删除: GuiPrefab: {fileID: 2510293699582157743, guid: b4d5317835f671642bc923479a632b1a,; 添加: GuiPrefab: {fileID: 3678802056161241045, guid: b4d5317835f671642bc923479a632b1a,; "
BioMotionLab_TUX,CWE-355,115e1c721824f944abe51f718128951c83c32902,cleaned up variable view ui,,1,"共 15 处添加, 16 处删除. 示例: 删除: ; 删除: ; 删除: EditorGUILayout.LabelField(""test"");"
BioMotionLab_TUX,CWE-355,113d2ef2ed38390013aa941b3eaf286b93a776ca,Improvements to UI but problem with enum in inspector,,20,"共 283 处添加, 578 处删除. 示例: 添加: <Path>Temp</Path>; 删除: %YAML 1.1; 删除: %TAG !u! tag:unity3d.com,2011:"
BioMotionLab_TUX,CWE-355,93d3d575483f3f8305d729f221b287d0a9147d97,feat: updated design UI,,16,"共 0 处添加, 0 处删除. 示例: "
BioMotionLab_TUX,CWE-429,bb990238f790324f0d8bcbfa36303fe57aef37c6,fix: pass on managers namespace,,31,"共 22 处添加, 33 处删除. 示例: 添加: using bmlTUX;; 删除: namespace bmlTUX.SamplesAndTutorials.TutorialExperiment {; 添加: namespace Samples.TutorialExperiment {"
BIVROST_360PlayerWindows,CWE-1219,1b5843b73c9599ac92bdf1701c1187fe8db6badf,Missing file,,1,"共 1 处添加, 0 处删除. 示例: 添加: v0.2-828-gb29a456"
BIVROST_360PlayerWindows,CWE-1219,293ec439ebea436c71bcaac3a447f1a863e402ec,"New system integration

- fixed: player files being copied to home directory
- new: proper appref-ms registry hooks
- new: clipboard replaced by wm_copydata for instance to instance
Communication",,11,"共 604 处添加, 73 处删除. 示例: 添加: Project(""{FAE04EC0-301F-11D3-BF4B-00C04F79EFBC}"") = ""ChangePublishConfig"", ""ChangePublishConfig\ChangePublishConfig.csproj"", ""{166CD27E-304F-4A3C-B4FF-AE4FA9B74476}""; 添加: En"
BIVROST_360PlayerWindows,CWE-355,72216cb3e84e092ab239424836864f954c04aea6,OSVR integrated new UI,,6,"共 358 处添加, 312 处删除. 示例: 添加: using PlayerUI.Oculus;; 删除: EnqueueUIRedraw();; 添加: vrui?.EnqueueUIRedraw();"
BIVROST_360PlayerWindows,CWE-1218,93aa30bbe8cbfd2432b88967256a11e9d2b2b491,Fix redmine-357: VRUI memory leak,,1,"共 45 处添加, 51 处删除. 示例: 删除: Texture2DDescription uiTextureDescription;; 删除: SharpDX.DXGI.Surface uiSurface;; 删除: BlendStateDescription blendStateDescription;"
BIVROST_360PlayerWindows,CWE-137,49766e098073497221b36e0324f11106e8470a31,Ref redmine-366: recents not trimming urls,,1,"共 1 处添加, 2 处删除. 示例: 删除: int index = 1;; 删除: string header = Path.GetFileName(recent);; 添加: string header = recent.StartsWith(""http"", StringComparison.InvariantCultureIgnoreCase) ? recent : Path.GetFil"
BIVROST_360PlayerWindows,CWE-1210,82002ad99e8b5af79d747c49c36ea40d4ef0081a,GhostVR UI finished and connector fixes; StateMachine log delegate more robust,,9,"共 230 处添加, 83 处删除. 示例: 添加: using System.Reflection;; 删除: ; 删除: } else"
BIVROST_360PlayerWindows,CWE-355,f29b0e7f550640d6904e87047ef226233041a3db,Changed icon to the newer vr-viking one,,2,"共 0 处添加, 0 处删除. 示例: "
BIVROST_360PlayerWindows,CWE-355,431c5303d5abd8c5d2470bf897d7e8a3dde35f3c,Menu options to zoom in and out (ref redmine-370),,2,"共 15 处添加, 2 处删除. 示例: 添加: <MenuItem Header=""Zoom in"" InputGestureText=""+"" cal:Message.Attach=""[Event Click] = [Action ZoomIn]"" />; 添加: <MenuItem Header=""Zoom out"" InputGestureText=""-"" cal:Message.Attac"
BIVROST_360PlayerWindows,CWE-355,1b8145267a31d2eaaa75fd9c615ed3fa96cd7685,Better looking MOTD popup - fixed it's width and height; fixed motd styles,,3,"共 18 处添加, 16 处删除. 示例: 删除: skinparam monochrome reverse; 添加: 'skinparam monochrome reverse; 删除: Returned when the server has had an issue."
BIVROST_360PlayerWindows,CWE-355,5c8a2761f79553f1604db241ff586b268351dc33,VR: default background at start,,4,"共 68 处添加, 9 处删除. 示例: 删除: <PublishUrl></PublishUrl>; 添加: <PublishUrl>; 添加: </PublishUrl>"
BIVROST_360PlayerWindows,CWE-399,294848d074580f5e761bbfab6f65354e8e5934b3,Missing resource added to project (and removed a typo),,4,"共 6 处添加, 3 处删除. 示例: 删除: <PublishUrl></PublishUrl>; 添加: <PublishUrl>; 添加: </PublishUrl>"
BIVROST_360PlayerWindows,CWE-199,32617048371c49dfdf4010593488c32b5fd60e0d,MS Store user data privacy policy,,1,"共 1 处添加, 0 处删除. 示例: 添加: #BIVROST 360Player privacy policy"
BIVROST_360PlayerWindows,CWE-1210,c1ca213bf07fcd02a3e1b66fcb6cf12d3bddfc9d,Added information about log file to ISSUE_TEMPLATE.md,,1,"共 6 处添加, 1 处删除. 示例: 删除: <!-- ex. 1.0.0.202 - check it in *help* -> *About BIVROST 360Player* -->; 添加: <!-- ex. 1.0.0.202 - check it in menu Help -> About BIVROST 360Player -->; 添加: "
bobsixtyfour_vrchat-asl,CWE-355,520e9745fcc24fb25840cc2bf90f0f39e3ba5459,Rename KoolaidButtons.cs to HH-HQ/KoolaidButtons.cs,,2,"共 1 处添加, 1 处删除. 示例: 删除: }; 添加: }"
bobsixtyfour_vrchat-asl,CWE-355,7f4e963f7f13ab834557799da649d9cf179c74e1,Rename HH-HQ/KoolaidButtons.cs to HH-HQ/SDK2/KoolaidButtons.cs,,2,"共 1 处添加, 1 处删除. 示例: 删除: }; 添加: }"
bobsixtyfour_vrchat-asl,CWE-1213,c3cdacccc3006da104d003dddd5a8160ee919ab2,Implement reservoir random for quiz,,1,"共 66 处添加, 62 处删除. 示例: 删除: quizanswer = UnityEngine.Random.Range(0, 4);//pick one of the 4 boxes to have the answer 0-3; 删除: int quizwrong1 = UnityEngine.Random.Range(0, quizwordmapping.Length);; 删除: i"
bobsixtyfour_vrchat-asl,CWE-1225,552793b1c59e3a254245f4b6d60b3e5e27c98ce8,"Create presentationdata.json

test",,1,"共 3 处添加, 0 处删除. 示例: 添加: [; 添加: ""slide""; 添加: ]"
BOLL7708_OpenVRNotificationPipe,CWE-136,f01fe8ebaff421bb6652f7dc70e8c9bfb1ed4d08,"Switch many int values to enums, split transitions to two separate properties, in the payload",,10,"共 146 处添加, 87 处删除. 示例: 添加: using System.Runtime.Versioning;; 添加: using OpenVRNotificationPipe.Notification;; 添加: [SupportedOSPlatform(""windows7.0"")]"
BOLL7708_OpenVRNotificationPipe,CWE-355,d15d460170756299a877cf0d349d1aa3f4fb58a7,"Add multi-cursor support to input detection, mouse pointer option, add stereo 3D rendering to overlay",,8,"共 113 处添加, 91 处删除. 示例: 删除: public static Bitmap DrawTextAreas(this Bitmap bmp, IEnumerable<InputDataOverlay.TextAreaObject> textAreas); 添加: public static Bitmap DrawTextAreas(this Bitmap bmp, IEnumera"
brandonmousseau_vhvr-mod,CWE-355,2ade68888dc287030aa1b11c4f2a7fb80d23daee,"Use layer mask for SteamVR_LaserPointer

The laser pointer originally uses hte default raycast layer mask. This
update adds the ability to set it as an option and changes it to only
interact with the UI panel.",,2,"共 33 处添加, 18 处删除. 示例: 添加: public float maxRaycastDistance = Mathf.Infinity;; 添加: public int raycastLayerMask = Physics.DefaultRaycastLayers;; 删除: bool bHit = Physics.Raycast(raycast, out hit);"
brandonmousseau_vhvr-mod,CWE-465,855e43b9688e6591b080371c39ea62f22fa1068e,fix null reference exceptions,,3,"共 6 处添加, 3 处删除. 示例: 删除: || character.GetLeftItem().m_shared.m_itemType == ItemDrop.ItemData.ItemType.Bow) {; 添加: || character.GetLeftItem()?.m_shared.m_itemType == ItemDrop.ItemData.ItemType.Bow) {; 删"
brandonmousseau_vhvr-mod,CWE-1219,3f828179ddc8efe682933b470709ac09bf2ab97e,Delete stray file,,1,"共 0 处添加, 772 处删除. 示例: 删除: [33mcommit 16a3cdd2f88fe33627fb4d364fcc4ab07b7f02ac[m[33m ([m[1;36mHEAD -> [m[1;32mvr_body_prototype[m[33m)[m; 删除: Author: Andi1986 <andreas.hof@gmx.de>; 删除: Date: "
brandonmousseau_vhvr-mod,CWE-355,172146df19b51a9e893ddbaec0b933e14b89a2fb,"Add tracking for left hand crosshair and hovertext

This change adds a clone of the hover text that will be tracked with the
left controller. The controls do not yet work or interact with this
however and it is just visual with this change.",,4,"共 225 处添加, 76 处删除. 示例: 添加: ﻿using System;; 添加: using System.Reflection;; 添加: using System.Collections.Generic;"
brandonmousseau_vhvr-mod,CWE-1219,c954ee58b5f1d6a4241aaa4f4e73648189948a8d,fix project file,,1,"共 2 处添加, 0 处删除. 示例: 添加: <Compile Include=""Patches\FixPatches.cs"" />; 添加: <Compile Include=""Scripts\QuickAbstract.cs"" />"
brandonmousseau_vhvr-mod,CWE-133,bb1ee24143755f6e0fcb17da00c16e023b380e7f,rename,,3,"共 1 处添加, 1 处删除. 示例: 删除: <Compile Include=""Patches\SignPatches.cs"" />; 添加: <Compile Include=""Patches\TextInputPatches.cs"" />"
brandonmousseau_vhvr-mod,CWE-355,4f1acf7907c6be12c5079600ae243ad10b9617ea,add left handed mode (#135),,15,"共 218 处添加, 78 处删除. 示例: 删除: player.GetComponent<VRPlayerSync>().currentRightWeapon = meshFilter.gameObject;; 删除: player.GetComponent<VRPlayerSync>().currentRightWeapon.name = ___m_rightItem;; 添加: if (V"
brandonmousseau_vhvr-mod,CWE-189,e66f28d51067d15e1f24a941dc462212e7f62591,Automatically calculate the amount of arrow rest horizontal offset (#169),,3,"共 30 处添加, 15 处删除. 示例: 删除: private Vector3 getArrowRestPosition() {; 删除: return transform.position - transform.up * VHVRConfig.ArrowRestElevation() + transform.right * VHVRConfig.ArrowRestHorizontalOff"
brandonmousseau_vhvr-mod,CWE-465,8476c6a49b512609fe35fcd2f3cc2910ce710cf4,Fix null reference exceptions,,1,"共 3 处添加, 2 处删除. 示例: 删除: ; 添加: ; 添加: || __result == null"
brandonmousseau_vhvr-mod,CWE-387,9b14ab36ec71b2e02d19ecaaed930616805abb20,allow left hand based interaction while moving but not in dodging,,2,"共 7 处添加, 1 处删除. 示例: 添加: public static bool wasDodging = false;; 添加: wasDodging = true;; 添加: else"
brandonmousseau_vhvr-mod,CWE-189,002b6987b8f949623994121555451b410e9d2b17,"Increase Accuracy based on vanilla bow drawing percentage

instead of using real draw bow percentage",,2,"共 14 处添加, 1 处删除. 示例: 删除: if (BowLocalManager.instance && !BowLocalManager.instance.pulling); 添加: ; 添加: if (BowLocalManager.instance)"
brandonmousseau_vhvr-mod,CWE-355,cdd7502a64dc9156d45191cc22952ce889b7ac10,"Fixes quick menu handedness logic

1. Fixes wrist bar not working in left handed mode
2. Fixes quick menu showing up on opposite hand after switching handedness in-game
3. Update config paramater namigns to be more general, since quick action can be on either left or right hand
4. Update usage of left, right, and dominant to be truthful of what they describe.",,5,"共 0 处添加, 0 处删除. 示例: "
brandonmousseau_vhvr-mod,CWE-569,772679ec54f38ed59e54e7c0d1282540484e7692,typo,,1,"共 1 处添加, 1 处删除. 示例: 删除: aimDir = aimDir = VRPlayer.rightPointer.rayDirection * Vector3.forward;; 添加: aimDir = MagicWeaponManager.AimDir;"
brandonmousseau_vhvr-mod,CWE-387,61d334ddb6eb3348fcfcc59ca3d8359b7f67863a,Send vrik hand connector transform instead vr controller transform over network for correct hand rotation,,1,"共 2 处添加, 4 处删除. 示例: 删除: using ValheimVRMod.Patches;; 删除: // TODO: Consider use _vrik.localPlayerRightHandConnector and _vrik.localPlayerRightHandConnector for vrPlayerSync so that the hand rotation is"
brandonmousseau_vhvr-mod,CWE-355,979626cfa2d9d03d898ba550914c8662a9ebe387,Hide vanilla enemy HUD after duplicating it for VR,,1,"共 7 处添加, 1 处删除. 示例: 删除: ﻿using System.Collections.Generic;; 添加: using System.Collections.Generic;; 添加: "
brandonmousseau_vhvr-mod,CWE-355,bca7f5393278558c5569b2f7c2ea7cdf564dd69e,"Shortcuts for getting out of chat window

Grip = cancel chat text
Grip + trigger = enter chat text",,1,"共 20 处添加, 0 处删除. 示例: 添加: ; 添加: if (QuickAbstract.shouldStartChat && Chat.instance.HasFocus()); 添加: {"
brandonmousseau_vhvr-mod,CWE-557,49f5c1794ed6c3cb70da2d04644c7b24fa8b5687,Sync knife inverse hold over network,,1,"共 15 处添加, 7 处删除. 示例: 删除: private bool holdingInversedSpear = false;; 添加: private bool inverseHold = false;; 删除: holdingInversedSpear ="
brandonmousseau_vhvr-mod,CWE-355,a242890aef9c1f77e124ade96e7d49f0141d9550,New,,2,"共 31 处添加, 27 处删除. 示例: 删除: ; 删除: /**; 删除: * Remove attack animation by speeding it up. It only applies to attack moves,"
CallumHoughton18_ChemViewAR,CWE-1225,11326a94067d1e341e621c58766612287f093995,added in filtering functionality to molecule list selection,,2,"共 32 处添加, 16 处删除. 示例: 删除: public enum MoleculeSubType { Basic, Drugs, Enantiomers}; 添加: public enum MoleculeSubType { Basic, Drugs, Enantiomers, All}; 删除: }"
ChanyaVRC_VRCOscLib,CWE-1219,99db21e95ed1b1f760cf6ae0c29c748792781b3d,Maintenance: Divide the source file into classes.,,2,"共 16 处添加, 11 处删除. 示例: 添加: ﻿using System;; 添加: using System.Collections.Generic;; 添加: using System.Text;"
ChanyaVRC_VRCOscLib,CWE-569,555ac44c354c0760aba3e364451c9cc09e123b94,Fixed the sample code.,,1,"共 28 处添加, 2 处删除. 示例: 删除: DependencyProperty.Register(""MyProperty"", typeof(OscType), typeof(ParameterSenderItem), new PropertyMetadata(OscType.Int, OnTypeChanged));; 添加: DependencyProperty.Register(nam"
ChanyaVRC_VRCOscLib,CWE-569,0502c7d5d8d0e51b5ff22b04b65b207ade64c5dc,Fixed the sample code.,,1,"共 2 处添加, 1 处删除. 示例: 添加: dependencyObject.CoerceValue(ValueProperty);; 删除: return canConvert ? value : senderItem.Value;; 添加: return canConvert ? value : """";"
ChanyaVRC_VRCOscLib,CWE-399,4abc2a3010a17fb96917c7760c06a3c45324e9c3,Fixed resources lack.,,3,"共 10 处添加, 15 处删除. 示例: 删除: _server = new OscServer(OscUtility.SendPort);; 删除: _server.Dispose();; 添加: _server = new OscServer(OscUtility.SendPort);"
chychen_air_writing,CWE-569,9b6880953f72b335aeb7f0452485c2f630797b0d,wronf spelling correction,,2,"共 0 处添加, 133 处删除. 示例: 删除: """"""kivy; 删除: """"""; 删除: from kivy.app import App"
chychen_air_writing,CWE-133,428e23e30913d31d80b38242722772b8a770524a,rename,,4,"共 4 处添加, 5 处删除. 示例: 删除: """""" pca.py; 添加: """""" data_normalization.py; 添加: """""" data_synthesization"
chychen_air_writing,CWE-355,c198c3bd77ceff6ef7b396572d6bfc2a32b31dd0,UX: show word index to user,,2,"共 6 处添加, 4 处删除. 示例: 删除: text: ""[size=32]"" + root.word + ""[/size]""; 添加: text: ""[size=32]"" + ""No. "" + root.word_idx + ""   "" + root.word + ""[/size]""; 删除: word = StringProperty("""")"
CircuitLord_NotReaper,CWE-133,a9ced462d6449e1444e619d1888acbf0f59e4bda,"Pathbuilder data is now properties with events
Refactored basic find note so it is always unique, no matter what
Fixed copy/paste
Pathbuilder notes have handidness again",,8,"共 159 处添加, 48 处删除. 示例: 删除: //Recalc the notes and say we generated them, since by loading the cues we ""did""; 添加: //Recalculate the notes, and remove any identical enties that would have been loaded th"
CircuitLord_NotReaper,CWE-1218,10a9d0a9b95490ce479d9e9d42b4862c38ec2a6e,Fixed memory leak on loading new songs,,2,"共 13 处添加, 0 处删除. 示例: 添加: ; 添加: ; 添加: foreach (Renderer r in gameObject.GetComponentsInChildren<Renderer>(true)) {"
CircuitLord_NotReaper,CWE-387,ce62f0c3335e75df6bf2ecb72ac48b1fc6715753,"Fixed ticks being in front of notes
Fixed going past the end of the song",,1,"共 7 处添加, 5 处删除. 示例: 添加: const float zIndex = 3;; 删除: vertices.Add(new Vector3(start, -0.5f, 0));; 删除: vertices.Add(new Vector3(start + width, -0.5f, 0));"
cjb3768_VR-Fearless,CWE-355,05015f03b05c2a4a57ec57203f857562e3703c6e,Menu structure mockup,,1,"共 0 处添加, 0 处删除. 示例: "
cjb3768_VR-Fearless,CWE-1219,bbf7ef4f196978233e6d8343a48b740a3ace06c7,deleted room file,,2,"共 0 处添加, 4 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: 660d359c2c9f2044ead1e3380db5d054; 删除: DefaultImporter:"
cjb3768_VR-Fearless,CWE-355,c0579b6080c7684be7244002d2039f0b024444e7,"Updated Meadow

Now with actual vr setup on the push….hopefully….",,2,"共 2 处添加, 1 处删除. 示例: 删除: if (isHSWDisplayed && Input.anyKeyDown); 添加: //if (isHSWDisplayed && Input.anyKeyDown); 添加: if (isHSWDisplayed)"
cjb3768_VR-Fearless,CWE-355,7b1d20901e8422576c73e7bade8065ced74580eb,"tiered menu with slider

Slider now works. Also has a back button",,12,"共 83 处添加, 6 处删除. 示例: 添加: fileFormatVersion: 2; 添加: guid: a7dc6c552978ce2408df7d08b6247bfc; 添加: DefaultImporter:"
cjb3768_VR-Fearless,CWE-1219,12109fb099b68e2c6ae801724964bd46b1bc136c,meta file delete,,461,"共 0 处添加, 8213 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: bb76f61511c13417da27c7173d19c841; 删除: TextureImporter:"
cjb3768_VR-Fearless,CWE-1219,24f9ec33381f6ef7cae457154c74d6602c501e7b,"Height updates

Some file organization and cleanup",,35,"共 0 处添加, 9 处删除. 示例: 删除: fileFormatVersion: 2; 删除: guid: eedeb3990940f8b40ad0700887571037; 删除: folderAsset: yes"
cjb3768_VR-Fearless,CWE-387,b6518c56f876415af6c5eb69e2dc6c79fc9ce16b,"looping drip sound

forgot to do this. It's going now.",,1,"共 0 处添加, 0 处删除. 示例: "
cjb3768_VR-Fearless,CWE-389,9a492af3476a99d91b50ed7c350f5096ee93f80c,bug fixes,,1,"共 0 处添加, 0 处删除. 示例: "
cog-ethz_EVE,CWE-1219,44a926ba1e9f81fd0a4ea6aa8c87c98c76980074,Removed files related to Avatars,,2,"共 0 处添加, 272 处删除. 示例: 删除: ﻿using UnityEngine;; 删除: using System.Collections;; 删除: using System.Collections.Generic;"
cog-ethz_EVE,CWE-355,bc1df2e15bc367b8b82998fa63a143315f1027d8,Prefab more menus!,,42,"共 238 处添加, 59 处删除. 示例: 删除: guid: ba42deffbe954494c87af150cb86c61b; 删除: timeCreated: 1485522777; 添加: guid: e664ec21c94bd8f43bcda485fb3ee9d8"
cog-ethz_EVE,CWE-355,0eb0263066920989f17590840b20a6541bd4c179,Nearly all menus prefabed.,,22,"共 64 处添加, 254 处删除. 示例: 删除: guid: dd25408c91950f64d85e6d1248c31e06; 删除: timeCreated: 1510333419; 添加: guid: c6e1a56b5474dd34aab3f259960fbebe"
